"gid,N,10,0","ev_id,C,6","iso3year,C,7","iso3,C,3","id_nat,C,10","id_cat,C,20","year,N,5,0","start_date,N,10,0","end_date,N,10,0","duration,N,5,0","ss_cat,N,5,0","sum_ws_km,N,10,0","sum_pdi,N,10,0","sum_pdr,N,10,0","popurb_07,N,24,15","poprur_07,N,24,15","poptot_07,N,24,15","gdptot_07,N,24,15","other_name,C,25","serial_num,C,15"
2615,tc0730,PHL1977,PHL,tc07301977,,1977,19770915,19770915,33,0,2079,179985,68,652559,3462531,4115090,0,DINAH,1977254N19147
2616,tc0748,USA1977,USA,tc07481977,,1977,19771025,19771025,2,0,126,119990,1,1328,754,2082,65271178,UNNAMED,1977298N26265
2617,tc0749,,,,,1977,19771028,19771102,142,0,8946,1319890,166,0,0,0,0,JEAN,1977300N15162
2618,tc0750,,,,,1977,19771106,19771116,0,0,73899,2519790,2260,0,0,0,0,KIM,1977308N07156
2619,tc1134,VUT1981,VUT,tc11341981,,1981,19811220,19811220,3,0,189,119989,9,0,619,619,0,GYAN,1981354S13168
2620,tc1135,,,,,1981,19811219,19811222,14,0,882,419959,9,0,0,0,0,HSK0782,1981354S12140
2621,tc0730,VNM1977,VNM,tc07301977,,1977,19770923,19770924,10,0,630,179985,18,310454,1299298,1609752,370374504,DINAH,1977254N19147
2622,tc0730,ZZN1977,ZZN,tc07301977,,1977,19770922,19770923,14,0,882,119990,28,0,0,0,0,DINAH,1977254N19147
2623,tc0731,,,,,1977,19770912,19770921,239,0,15057,2159820,408,0,0,0,0,EMMA,1977255N15145
2624,tc0731,JPN1977,JPN,tc07311977,,1977,19770918,19770919,23,0,1449,179985,53,8175,1476,9651,342674152,EMMA,1977255N15145
2625,tc0732,,,,,1977,19770913,19770914,5,0,315,299975,2,0,0,0,0,EMILY,1977256N14241
2626,tc0734,,,,,1977,19770920,19770923,52,0,3276,779935,111,0,0,0,0,FLORENCE,1977264N14236
2627,tc0795,,,,,1978,19780629,19780630,5,0,315,299975,5,0,0,0,0,SHIRLEY,1978177N11130
2628,tc0735,,,,,1977,19770921,19770924,15,0,945,779935,30,0,0,0,0,FREDA,1977264N14133
2629,tc0750,GUM1977,GUM,tc07501977,,1977,19771108,19771108,4,0,252,59995,9,167623,2385,170008,0,KIM,1977308N07156
2630,tc0750,PHL1977,PHL,tc07501977,,1977,19771112,19771116,251,0,15813,419965,528,31616244,30256954,61873198,0,KIM,1977308N07156
2631,tc0735,CHN1977,CHN,tc07351977,,1977,19770924,19770925,2,0,126,119990,3,477927,402066,879993,0,FREDA,1977264N14133
2632,tc0735,PHL1977,PHL,tc07351977,,1977,19770923,19770923,1,0,63,59995,2,0,1159,1159,10460251,FREDA,1977264N14133
2633,tc0750,ZZO1977,ZZO,tc07501977,,1977,19771114,19771114,81,0,5103,119990,105,0,0,0,0,KIM,1977308N07156
2634,tc0751,,,,,1977,19771106,19771111,17,0,1071,1189895,22,0,0,0,0,01P:TOM,1977310S08163
2635,tc0795,KHM1978,KHM,tc07951978,,1978,19780630,19780630,1,0,63,59995,1,0,1,1,5407,SHIRLEY,1978177N11130
2636,tc2596,JPN1997,JPN,tc25961997,,1997,19971023,19971023,6,0,378,29997,7,0,0,0,0,IVAN,1997283N07177
2637,tc2596,PHL1997,PHL,tc25961997,,1997,19971017,19971020,599,0,37737,779935,1133,27461376,25634284,53095660,0,IVAN,1997283N07177
2638,tc0737,,,,,1977,19770924,19770924,4,0,252,239980,3,0,0,0,0,GLENDA,1977267N11253
2639,tc0738,,,,,1977,19770926,19770930,18,0,1134,839930,50,0,0,0,0,DOROTHY,1977270N29289
2640,tc0739,,,,,1977,19771002,19771002,3,0,189,179985,1,0,0,0,0,UNNAMED,1977275N10314
2641,tc0740,,,,,1977,19771003,19771011,178,0,11214,2099825,401,0,0,0,0,GILDA,1977276N16155
2642,tc0741,,,,,1977,19771004,19771005,6,0,378,359970,2,0,0,0,0,UNNAMED,1977277N28317
2643,tc0743,,,,,1977,19771012,19771014,8,0,504,479960,12,0,0,0,0,NOT NAMED,1977284N24153
2644,tc0744,CAN1977,CAN,tc07441977,,1977,19771015,19771015,2,0,126,119990,5,15333,3826,19159,654409124,EVELYN,1977287N27297
2645,tc0745,,,,,1977,19771015,19771022,34,0,2142,1739855,62,0,0,0,0,HARRIET,1977287N10145
2646,tc0746,,,,,1977,19771017,19771018,8,0,504,419965,7,0,0,0,0,FRIEDA,1977290N17277
2647,tc0747,,,,,1977,19771021,19771027,278,0,17514,1499875,669,0,0,0,0,IVY,1977291N07148
2648,tc0747,JPN1977,JPN,tc07471977,,1977,19771024,19771024,23,0,1449,59995,46,0,0,0,0,IVY,1977291N07148
2649,tc0747,MNP1977,MNP,tc07471977,,1977,19771021,19771022,8,0,504,179985,9,0,0,0,0,IVY,1977291N07148
2650,tc0748,,,,,1977,19771024,19771025,5,0,315,299975,4,0,0,0,0,UNNAMED,1977298N26265
2651,tc0751,PNG1977,PNG,tc07511977,,1977,19771108,19771108,2,0,126,89992,2,0,2728,2728,818899,01P:TOM,1977310S08163
2652,tc0751,SLB1977,SLB,tc07511977,,1977,19771106,19771106,1,0,63,229979,3,0,4920,4920,3229977,01P:TOM,1977310S08163
2653,tc1346,MEX1984,MEX,tc13461984,,1984,19840808,19840808,43,0,2709,119990,55,0,0,0,0,ISELLE,1984217N14264
2654,tc0752,,,,,1977,19771121,19771129,748,0,47124,1499875,958,0,0,0,0,02S:AURORE,1977322S04083
2655,tc0753,,,,,1977,19771124,19771203,121,0,7623,2519769,218,0,0,0,0,03P:STEVE,1977328S06177
2656,tc0754,,,,,1977,19771128,19771209,688,0,43344,2939755,1541,0,0,0,0,LUCY,1977330N07169
2657,tc0754,FSM1977,FSM,tc07541977,,1977,19771128,19771129,2,0,126,119990,2,866,1751,2617,9512680,LUCY,1977330N07169
2658,tc0754,PHL1977,PHL,tc07541977,,1977,19771203,19771204,144,0,9072,179985,294,0,244375,244375,207797440,LUCY,1977330N07169
2659,tc1347,,,,,1984,19840804,19840819,37,0,2331,2039830,52,0,0,0,0,FREDA,1984214N12143
2660,tc0755,,,,,1977,19771203,19771206,33,0,2079,899925,19,0,0,0,0,04S:BABETTE,1977337S13076
2661,tc0756,,,,,1977,19771206,19771209,10,0,630,839923,23,0,0,0,0,05P:TESSA,1977339S11204
2662,tc0758,FSM1977,FSM,tc07581977,,1977,19771227,19771230,23,0,1449,179985,58,0,0,0,0,MARY,1977352N05171
2663,tc0758,MHL1977,MHL,tc07581977,,1977,19771223,19771226,234,0,14742,419965,336,0,3471,3471,43086464,MARY,1977352N05171
2664,tc0795,LAO1978,LAO,tc07951978,,1978,19780630,19780701,2,0,126,119990,1,0,47109,47109,14260894,SHIRLEY,1978177N11130
2665,tc1347,CHN1984,CHN,tc13471984,,1984,19840807,19840811,16,0,1008,899925,26,9009452,10229168,19238620,0,FREDA,1984214N12143
2666,tc0757,,,,,1977,19771213,19771223,123,0,7749,2129798,43,0,0,0,0,06S:CELIMENE:SAM:SAM/CELI,1977347S08097
2667,tc0758,,,,,1977,19771218,19780102,681,0,42903,3539705,1056,0,0,0,0,MARY,1977352N05171
2668,tc0805,USA1978,USA,tc08051978,,1978,19780730,19780731,4,0,252,239980,3,22669,2653,25322,766667840,AMELIA,1978212N26263
2669,tc0806,,,,,1978,19780806,19780808,9,0,567,539955,7,0,0,0,0,BESS,1978218N25270
2670,tc2597,,,,,1997,19971014,19971024,0,0,70875,2519786,2503,0,0,0,0,JOAN,1997284N04179
2671,tc0759,FJI1977,FJI,tc07591977,,1977,19771225,19771225,10,0,630,239978,19,0,365,365,843801,08P:ANNE,1977357S11184
2672,tc0759,TON1977,TON,tc07591977,,1977,19771226,19771227,6,0,378,239978,21,0,3574,3574,740443,08P:ANNE,1977357S11184
2673,tc0764,MUS1978,MUS,tc07641978,,1978,19780120,19780121,79,0,4977,179985,164,1109842,92063,1201905,0,13S:FLEUR,1978016S10066
2674,tc0760,,,,,1977,19771226,19771227,5,0,315,299975,5,0,0,0,0,DULCINEE,1977360S10069
2675,tc0761,,,,,1977,19771228,19780102,27,0,1701,1079910,37,0,0,0,0,10S:ESTHER,1977362S10073
2676,tc0764,REU1978,REU,tc07641978,,1978,19780121,19780121,24,0,1512,59995,56,132998,11804,144802,0,13S:FLEUR,1978016S10066
2677,tc0765,,,,,1978,19780118,19780122,17,0,1071,1019915,19,0,0,0,0,SUBTROP:SUBTROP 1,1978019N22316
2678,tc0766,,,,,1978,19780127,19780131,18,0,1134,1079910,18,0,0,0,0,14S:HUBERTE,1978026S19081
2679,tc0767,,,,,1978,19780127,19780201,754,0,47502,1489851,409,0,0,0,0,16S:VERN,1978027S16115
2680,tc0762,,,,,1978,19780106,19780113,62,0,3906,1619864,120,0,0,0,0,NADINE,1978006N06169
2681,tc0767,AUS1978,AUS,tc07671978,,1978,19780131,19780202,420,0,26460,619938,193,11127,6312,17439,418995416,16S:VERN,1978027S16115
2682,tc0806,MEX1978,MEX,tc08061978,,1978,19780808,19780808,2,0,126,119990,1,23208,12830,36038,66850304,BESS,1978218N25270
2683,tc0807,,,,,1978,19780807,19780810,13,0,819,779935,6,0,0,0,0,UNNAMED,1978220N13308
2684,tc0763,,,,,1978,19780110,19780119,893,0,56259,2189782,726,0,0,0,0,12S:TRUDY,1978010S11129
2685,tc0763,IDN1978,IDN,tc07631978,,1978,19780110,19780110,1,0,63,29997,0,0,246,246,23915,12S:TRUDY,1978010S11129
2686,tc0764,,,,,1978,19780116,19780122,312,0,19656,1499875,553,0,0,0,0,13S:FLEUR,1978016S10066
2687,tc0768,,,,,1978,19780128,19780202,33,0,2079,1259895,35,0,0,0,0,15S:GEORGIA,1978027S18043
2688,tc0768,MDG1978,MDG,tc07681978,,1978,19780128,19780129,7,0,441,299975,10,10120,227120,237240,55922388,15S:GEORGIA,1978027S18043
2689,tc0769,,,,,1978,19780131,19780211,186,0,11718,2999725,652,0,0,0,0,BOB,1978032S09187
2690,tc0769,FJI1978,FJI,tc07691978,,1978,19780203,19780203,3,0,189,119989,8,0,758,758,2278042,BOB,1978032S09187
2691,tc0769,NCL1978,NCL,tc07691978,,1978,19780205,19780206,54,0,3402,359967,179,0,1727,1727,13572323,BOB,1978032S09187
2692,tc0807,BRB1978,BRB,tc08071978,,1978,19780808,19780808,1,0,63,59995,0,17315,0,17315,45872640,UNNAMED,1978220N13308
2693,tc0807,VCT1978,VCT,tc08071978,,1978,19780808,19780808,1,0,63,59995,1,0,8310,8310,6134678,UNNAMED,1978220N13308
2694,tc0808,,,,,1978,19780807,19780811,21,0,1323,1079910,44,0,0,0,0,CORA,1978220N13325
2695,tc0769,VUT1978,VUT,tc07691978,,1978,19780205,19780205,25,0,1575,119989,80,0,20363,20363,16655424,BOB,1978032S09187
2696,tc0773,COK1978,COK,tc07731978,,1978,19780219,19780226,88,0,5544,479956,240,0,3904,3904,16836876,20P:CHARLES,1978045S13179
2697,tc0774,,,,,1978,19780215,19780221,54,0,3402,1559857,71,0,0,0,0,22P:DIANA,1978047S14197
2698,tc0770,,,,,1978,19780209,19780213,95,0,5985,959920,111,0,0,0,0,18S:IRENA,1978038S06049
2699,tc0770,ZZF1978,ZZF,tc07701978,,1978,19780211,19780211,15,0,945,59995,10,0,0,0,0,18S:IRENA,1978038S06049
2700,tc0775,,,,,1978,19780216,19780222,22,0,1386,1919824,60,0,0,0,0,21P:ERNIE,1978047S12168
2701,tc0775,FJI1978,FJI,tc07751978,,1978,19780218,19780218,1,0,63,119989,3,0,0,0,0,21P:ERNIE,1978047S12168
2702,tc2843,ZZP2000,ZZP,tc28432000,,2000,20000913,20000913,48,0,3024,59995,52,0,0,0,0,SAOMAI,2000245N14157
2703,tc0771,,,,,1978,19780212,19780218,24,0,1512,1379885,16,0,0,0,0,19S:JACQUELINE,1978043S16072
2704,tc0772,,,,,1978,19780213,19780221,19,0,1197,1079910,14,0,0,0,0,JACQUELINE,1978045S14076
2705,tc0773,,,,,1978,19780214,19780228,694,0,43722,3479681,1395,0,0,0,0,20P:CHARLES,1978045S13179
2706,tc0808,ANT1978,ANT,tc08081978,,1978,19780811,19780811,1,0,63,59995,1,5116,200,5316,75677380,CORA,1978220N13325
2707,tc2844,,,,,2000,20000901,20000903,9,0,567,539955,7,0,0,0,0,ERNESTO,2000246N15315
2708,tc0775,TON1978,TON,tc07751978,,1978,19780220,19780220,2,0,126,119989,10,0,4154,4154,722314,21P:ERNIE,1978047S12168
2709,tc0776,AUS1978,AUS,tc07761978,,1978,19780226,19780227,4,0,252,849925,11,0,1682,1682,12052313,23P:GWEN,1978056S11136
2710,tc0778,,,,,1978,19780306,19780309,10,0,630,599950,12,0,0,0,0,24S:KIKI:KIKI1:KIKI2,1978063S13059
2711,tc0780,,,,,1978,19780316,19780316,2,0,126,119990,1,0,0,0,0,25S:LUCIE,1978072S13057
2712,tc0781,,,,,1978,19780315,19780318,27,0,1701,719940,23,0,0,0,0,26S:MARYLOU,1978074S11068
2713,tc0782,,,,,1978,19780316,19780328,0,0,121968,2939708,1192,0,0,0,0,27S:WINNIE,1978075S14084
2714,tc0808,GRD1978,GRD,tc08081978,,1978,19780811,19780811,1,0,63,59995,1,30026,9205,39231,172944644,CORA,1978220N13325
2715,tc0809,,,,,1978,19780809,19780812,22,0,1386,779935,28,0,0,0,0,BESS:BONNIE,1978217N16129
2716,tc2845,,,,,2000,20000905,20000910,267,0,16821,1199900,352,0,0,0,0,WUKONG,2000248N17117
2717,tc0776,,,,,1978,19780225,19780302,10,0,630,1259888,21,0,0,0,0,23P:GWEN,1978056S11136
2718,tc0786,,,,,1978,19780406,19780421,162,0,10206,3479687,349,0,0,0,0,32P:HAL,1978095S12136
2719,tc0783,,,,,1978,19780320,19780322,16,0,1008,539955,48,0,0,0,0,28S:NADINE,1978077S09071
2720,tc0784,,,,,1978,19780328,19780404,0,0,86310,1859814,1077,0,0,0,0,29S:30S:ALBY,1978086S14115
2721,tc0784,AUS1978,AUS,tc07841978,,1978,19780404,19780404,8,0,504,59994,27,130773,97379,228152,0,29S:30S:ALBY,1978086S14115
2722,tc0785,,,,,1978,19780406,19780412,180,0,11340,1439856,59,0,0,0,0,31S:BRENDA,1978095S11120
2723,tc0786,NZL1978,NZL,tc07861978,,1978,19780418,19780419,8,0,504,239978,47,24167,77869,102036,1445263420,32P:HAL,1978095S12136
2724,tc0787,,,,,1978,19780418,19780427,455,0,28665,2459795,740,0,0,0,0,OLIVE,1978105N04149
2725,tc0787,CHN1978,CHN,tc07871978,,1978,19780424,19780424,13,0,819,59995,36,0,0,0,0,OLIVE,1978105N04149
2726,tc0787,PHL1978,PHL,tc07871978,,1978,19780419,19780425,14,0,882,359970,43,269627,1390135,1659762,1216075040,OLIVE,1978105N04149
2727,tc0787,TWN1978,TWN,tc07871978,,1978,19780425,19780425,6,0,378,59995,26,2790,717,3507,45323996,OLIVE,1978105N04149
2728,tc0787,ZZN1978,ZZN,tc07871978,,1978,19780423,19780423,81,0,5103,119990,85,0,0,0,0,OLIVE,1978105N04149
2729,tc0835,,,,,1978,19780919,19780928,36,0,2268,2159820,12,0,0,0,0,UNNAMED,1978262N13344
2730,tc0788,,,,,1978,19780530,19780531,12,0,756,299975,14,0,0,0,0,ALETTA,1978151N15260
2731,tc0788,MEX1978,MEX,tc07881978,,1978,19780531,19780531,4,0,252,119990,4,32088,14568,46656,231869912,ALETTA,1978151N15260
2732,tc0789,,,,,1978,19780614,19780623,51,0,3213,2279810,55,0,0,0,0,POLLY,1978165N20138
2733,tc0789,JPN1978,JPN,tc07891978,,1978,19780620,19780621,5,0,315,299975,10,3863276,338906,4202182,0,POLLY,1978165N20138
2734,tc0790,,,,,1978,19780617,19780619,11,0,693,659945,16,0,0,0,0,BUD,1978168N11242
2735,tc0792,CHN1978,CHN,tc07921978,,1978,19780624,19780624,1,0,63,59995,0,0,4654,4654,4488066,ROSE,1978172N17130
2736,tc0792,TWN1978,TWN,tc07921978,,1978,19780624,19780624,1,0,63,59995,1,436437,21012,457449,0,ROSE,1978172N17130
2737,tc0794,,,,,1978,19780627,19780703,138,0,8694,1439880,347,0,0,0,0,DANIEL,1978178N14260
2738,tc0836,,,,,1978,19780920,19780922,91,0,5733,719940,42,0,0,0,0,OLIVIA,1978263N16267
2739,tc0836,MEX1978,MEX,tc08361978,,1978,19780920,19780922,3,0,189,119990,2,4,7136,7140,18354363,OLIVIA,1978263N16267
2740,tc2845,CHN2000,CHN,tc28452000,,2000,20000908,20000909,74,0,4662,239980,124,2783819,4514285,7298104,0,WUKONG,2000248N17117
2741,tc0795,THA1978,THA,tc07951978,,1978,19780701,19780701,4,0,252,239980,2,40548,203053,243601,187856640,SHIRLEY,1978177N11130
2742,tc0795,VNM1978,VNM,tc07951978,,1978,19780630,19780630,2,0,126,119990,2,1180,128129,129309,17249897,SHIRLEY,1978177N11130
2743,tc0796,,,,,1978,19780706,19780710,20,0,1260,839930,28,0,0,0,0,EMILIA,1978188N15248
2744,tc0797,,,,,1978,19780709,19780728,0,0,93366,4499625,2395,0,0,0,0,FICO,1978190N11254
2745,tc0798,,,,,1978,19780710,19780712,8,0,504,479960,3,0,0,0,0,UNNAMED,1978192N16333
2746,tc0799,,,,,1978,19780713,19780723,265,0,16695,2339805,363,0,0,0,0,TRIX,1978192N19154
2747,tc0799,CHN1978,CHN,tc07991978,,1978,19780722,19780723,6,0,378,299975,11,903855,2473727,3377582,0,TRIX,1978192N19154
2748,tc0799,JPN1978,JPN,tc07991978,,1978,19780721,19780721,1,0,63,59995,2,0,35,35,550008,TRIX,1978192N19154
2749,tc0800,,,,,1978,19780713,19780719,207,0,13041,1619865,372,0,0,0,0,GILMA,1978194N11261
2750,tc0801,,,,,1978,19780722,19780728,319,0,20097,1679860,545,0,0,0,0,HECTOR,1978203N13260
2751,tc0801,MEX1978,MEX,tc08011978,,1978,19780726,19780726,20,0,1260,59995,40,0,0,0,0,HECTOR,1978203N13260
2752,tc0802,,,,,1978,19780722,19780808,0,0,64890,4139655,1015,0,0,0,0,WENDY,1978203N18139
2753,tc0802,JPN1978,JPN,tc08021978,,1978,19780727,19780804,102,0,6426,659945,228,8573767,1544543,10118310,0,WENDY,1978203N18139
2754,tc2845,LAO2000,LAO,tc28452000,,2000,20000910,20000910,11,0,693,179985,25,21059,350417,371476,150352920,WUKONG,2000248N17117
2755,tc0802,RUS1978,RUS,tc08021978,,1978,19780804,19780805,7,0,441,119990,21,0,5,5,736950,WENDY,1978203N18139
2756,tc0809,CHN1978,CHN,tc08091978,,1978,19780810,19780811,3,0,189,119990,4,87397,334152,421549,397884096,BESS:BONNIE,1978217N16129
2757,tc0826,,,,,1978,19780830,19780905,185,0,11655,1499875,468,0,0,0,0,NORMAN,1978243N13262
15774,tc1762,,,,,1989,19890401,19890403,42,2,6426,6874712,423,0,0,0,0,KRISY,1989087S11073
2758,tc0802,USA1978,USA,tc08021978,,1978,19780806,19780806,3,0,189,59995,11,0,0,0,0,WENDY,1978203N18139
2759,tc0803,,,,,1978,19780722,19780804,373,0,23499,3179735,360,0,0,0,0,VIRGINIA,1978203N14152
2760,tc0804,,,,,1978,19780722,19780730,123,0,7749,1859845,85,0,0,0,0,AGNES,1978203N18114
2761,tc0811,TWN1978,TWN,tc08111978,,1978,19780813,19780813,2,0,126,119990,4,527579,15759,543338,0,DELLA,1978222N11131
2762,tc1347,JPN1984,JPN,tc13471984,,1984,19840806,19840806,1,0,63,59995,3,0,463,463,9279554,FREDA,1984214N12143
2763,tc0804,CHN1978,CHN,tc08041978,,1978,19780729,19780730,11,0,693,359970,13,1039387,1097814,2137201,0,AGNES,1978203N18114
2764,tc0804,HKG1978,HKG,tc08041978,,1978,19780729,19780729,3,0,189,59995,3,45,65,110,444384432,AGNES,1978203N18114
2765,tc0805,,,,,1978,19780730,19780731,3,0,189,179985,3,0,0,0,0,AMELIA,1978212N26263
2766,tc0809,LAO1978,LAO,tc08091978,,1978,19780812,19780812,5,0,315,239980,8,76,203005,203081,80252720,BESS:BONNIE,1978217N16129
2767,tc0809,THA1978,THA,tc08091978,,1978,19780812,19780812,3,0,189,179985,5,0,224430,224430,150719744,BESS:BONNIE,1978217N16129
2768,tc0813,,,,,1978,19780811,19780814,48,0,3024,899925,57,0,0,0,0,IVA,1978223N18252
2769,tc0813,MEX1978,MEX,tc08131978,,1978,19780812,19780812,6,0,378,119990,10,0,0,0,0,IVA,1978223N18252
2770,tc0809,VNM1978,VNM,tc08091978,,1978,19780811,19780812,5,0,315,119990,7,61813,733187,795000,141547040,BESS:BONNIE,1978217N16129
2771,tc0810,,,,,1978,19780810,19780820,662,0,41706,2459795,644,0,0,0,0,CARMEN,1978221N16143
2772,tc0810,CHN1978,CHN,tc08101978,,1978,19780816,19780817,90,0,5670,119990,47,1551795,1017135,2568930,0,CARMEN,1978221N16143
2773,tc0810,JPN1978,JPN,tc08101978,,1978,19780814,19780815,28,0,1764,179985,76,1083903,19554,1103457,0,CARMEN,1978221N16143
2774,tc0810,KOR1978,KOR,tc08101978,,1978,19780819,19780820,6,0,378,179985,19,1697852,720396,2418248,0,CARMEN,1978221N16143
2775,tc0811,,,,,1978,19780810,19780813,12,0,756,659945,16,0,0,0,0,DELLA,1978222N11131
2776,tc0811,CHN1978,CHN,tc08111978,,1978,19780813,19780813,2,0,126,119990,2,457165,559616,1016781,1890445920,DELLA,1978222N11131
2777,tc0837,ZZN1978,ZZN,tc08371978,,1978,19780924,19780924,1,0,63,59995,2,0,0,0,0,KIT,1978262N14135
2778,tc0814,,,,,1978,19780818,19780821,11,0,693,659945,9,0,0,0,0,14W:TD0818,1978226N09162
2779,tc0814,JPN1978,JPN,tc08141978,,1978,19780820,19780821,3,0,189,179985,2,396486,52452,448938,0,14W:TD0818,1978226N09162
2780,tc0815,,,,,1978,19780818,19780829,141,0,8883,2699775,209,0,0,0,0,JOHN,1978230N12239
2781,tc0816,,,,,1978,19780818,19780827,267,0,16821,2219815,464,0,0,0,0,KRISTY,1978231N14251
2782,tc0817,,,,,1978,19780819,19780822,13,0,819,719940,14,0,0,0,0,LANE,1978231N13224
2783,tc0818,,,,,1978,19780822,19780827,148,0,9324,1259895,223,0,0,0,0,ELAINE,1978230N09136
2784,tc0818,CHN1978,CHN,tc08181978,,1978,19780827,19780828,36,0,2268,299975,93,10784599,18055130,28839729,0,ELAINE,1978230N09136
2785,tc0818,LAO1978,LAO,tc08181978,,1978,19780828,19780828,2,0,126,119990,3,12297,39009,51306,20055653,ELAINE,1978230N09136
2786,tc0818,VNM1978,VNM,tc08181978,,1978,19780827,19780828,10,0,630,239980,25,790380,4296426,5086806,1238577310,ELAINE,1978230N09136
2787,tc0819,,,,,1978,19780824,19780831,41,0,2583,1379885,82,0,0,0,0,MIRIAM,1978236N11245
2788,tc0838,,,,,1978,19780921,19780923,7,0,441,419965,3,0,0,0,0,UNNAMED,1978265N20269
2789,tc0820,,,,,1978,19780826,19780829,10,0,630,599950,8,0,0,0,0,DEBRA,1978239N23272
2790,tc0839,,,,,1978,19780925,19780926,5,0,315,299975,4,0,0,0,0,PAUL,1978266N14260
2791,tc0839,MEX1978,MEX,tc08391978,,1978,19780926,19780926,1,0,63,59995,0,0,0,0,0,PAUL,1978266N14260
2792,tc0840,,,,,1978,19780925,19781002,486,0,30618,1859845,476,0,0,0,0,LOLA,1978264N08147
2793,tc0840,CHN1978,CHN,tc08401978,,1978,19781001,19781002,96,0,6048,419965,110,4375379,5616865,9992244,0,LOLA,1978264N08147
2794,tc0840,PHL1978,PHL,tc08401978,,1978,19780926,19780927,14,0,882,359970,27,3554745,4366135,7920880,0,LOLA,1978264N08147
2795,tc0820,USA1978,USA,tc08201978,,1978,19780829,19780829,3,0,189,179985,5,98270,35932,134202,0,DEBRA,1978239N23272
2796,tc0821,,,,,1978,19780827,19780909,590,0,37170,3119740,858,0,0,0,0,FAYE,1978237N06160
2797,tc0821,JPN1978,JPN,tc08211978,,1978,19780903,19780906,60,0,3780,179985,108,0,88,88,2426395,FAYE,1978237N06160
2798,tc0826,MEX1978,MEX,tc08261978,,1978,19780902,19780902,30,0,1890,119990,82,0,0,0,0,NORMAN,1978243N13262
2799,tc0840,VNM1978,VNM,tc08401978,,1978,19781002,19781002,8,0,504,119990,13,39289,281172,320461,42287984,LOLA,1978264N08147
2800,tc0821,MNP1978,MNP,tc08211978,,1978,19780829,19780902,110,0,6930,359970,188,0,0,0,141134,FAYE,1978237N06160
2801,tc0834,GTM1978,GTM,tc08341978,,1978,19780918,19780919,37,0,2331,179985,84,114354,123624,237978,490785152,GRETA,1978257N11298
2802,tc0834,HND1978,HND,tc08341978,,1978,19780917,19780919,126,0,7938,359970,250,1771313,1586849,3358162,0,GRETA,1978257N11298
2803,tc0834,MEX1978,MEX,tc08341978,,1978,19780918,19780919,37,0,2331,179985,84,191273,28181,219454,0,GRETA,1978257N11298
2804,tc0834,NIC1978,NIC,tc08341978,,1978,19780917,19780918,83,0,5229,239980,147,56264,176307,232571,185020680,GRETA,1978257N11298
2805,tc0840,ZZN1978,ZZN,tc08401978,,1978,19780929,19780930,77,0,4851,119990,50,0,0,0,0,LOLA,1978264N08147
2806,tc0822,,,,,1978,19780828,19780901,22,0,1386,1199900,16,0,0,0,0,GLORIA,1978240N20130
2807,tc0840,ZZO1978,ZZO,tc08401978,,1978,19780928,19780928,3,0,189,59995,5,0,0,0,0,LOLA,1978264N08147
2808,tc0823,,,,,1978,19780829,19780901,14,0,882,839930,27,0,0,0,0,HESTER,1978240N27151
2809,tc0841,,,,,1978,19780930,19781005,75,0,4725,1379885,254,0,0,0,0,MAMIE,1978272N19154
2810,tc1192,ZZO1982,ZZO,tc11921982,,1982,19820910,19820910,3,0,189,59995,5,0,0,0,0,IRVING,1982248N14133
2811,tc0824,,,,,1978,19780830,19780905,288,0,18144,1499875,455,0,0,0,0,ELLA,1978242N26300
2812,tc0824,CAN1978,CAN,tc08241978,,1978,19780904,19780905,9,0,567,119990,61,0,6,6,28160,ELLA,1978242N26300
2813,tc0825,,,,,1978,19780830,19780831,4,0,252,239980,2,0,0,0,0,UNNAMED,1978243N28269
2814,tc0847,,,,,1978,19781014,19781017,12,0,756,719940,7,0,0,0,0,UNNAMED,1978287N41329
2815,tc1193,,,,,1982,19820905,19820915,371,0,23373,2459795,719,0,0,0,0,JUDY,1982247N11147
2816,tc0827,,,,,1978,19780904,19780911,18,0,1134,1079910,8,0,0,0,0,UNNAMED,1978247N14344
2817,tc0828,,,,,1978,19780904,19780916,142,0,8946,2939755,173,0,0,0,0,FLOSSIE,1978247N12321
2818,tc0829,,,,,1978,19780909,19780910,5,0,315,299975,3,0,0,0,0,UNNAMED,1978252N23266
2819,tc1193,JPN1982,JPN,tc11931982,,1982,19820912,19820913,19,0,1197,299975,89,50073416,3225500,53298916,0,JUDY,1982247N11147
2820,tc0830,,,,,1978,19780910,19780910,1,0,63,59995,0,0,0,0,0,IRMA,1978252N17124
2821,tc1355,,,,,1984,19840829,19840901,11,0,693,539955,6,0,0,0,0,LALA,1984237N11230
2822,tc1356,,,,,1984,19840826,19840903,38,0,2394,1499875,55,0,0,0,0,JUNE,1984238N18137
2823,tc0831,,,,,1978,19780912,19780917,187,0,11781,1259895,390,0,0,0,0,JUDY,1978252N18166
2824,tc0832,,,,,1978,19780910,19780915,81,0,5103,1319890,144,0,0,0,0,IRMA,1978253N21124
2825,tc0832,JPN1978,JPN,tc08321978,,1978,19780914,19780915,15,0,945,239980,47,10855744,1326495,12182239,0,IRMA,1978253N21124
2826,tc0832,TWN1978,TWN,tc08321978,,1978,19780910,19780911,2,0,126,119990,2,0,9,9,274026,IRMA,1978253N21124
2827,tc0832,ZZP1978,ZZP,tc08321978,,1978,19780912,19780912,5,0,315,119990,7,0,0,0,0,IRMA,1978253N21124
