Register #,Annual DFO # (discontinued),Glide #,Country,Other,Nations, Affected,Detailed Locations (click on active links to access inundation extents),Validation (post event #3503),Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Main cause,Severity *,Affected sq km,Magnitude (M)**,Centroid X,Centroid Y,"""News"" if validated",M>6,Total annual floods M>6,M>4,Total annual floods M>4,Date Began,Total floods M>6,Total floods M>4,,,,
1033,107,0,USA,0,#N/A,#N/A,"Bay of Bengal region: Dhaka, Chittagong, Khulna",0,11/28/1995,12/10/1995,13,2,15000,,Rain and snowmelt,2,111709.95,6.46306520539836,-122.706,46.5287,,1,35,1,106,11/28/1995,230,929,,,,
1032,106,0,Bangladesh,0,#N/A,#N/A,Mogadishu,0,11/10/1995,11/13/1995,4,45,0,,Tropical cyclone,1,20679.76,4.91760548555255,90.3001,22.4166,,0,34,1,105,11/10/1995,229,928,,,,
1031,105,0,Somalia,0,#N/A,#N/A,Izmir Province,0,11/04/1995,11/07/1995,4,20,300,,Heavy rain,1,6308.13,4.40196062615935,45.3359,2.21007,,0,34,1,104,11/04/1995,229,927,,,,
1030,104,0,Turkey,0,#N/A,#N/A,Jeddah,0,11/04/1995,11/08/1995,5,62,4800,see notes,Heavy rain,2,14859.86,5.17201471780182,27.1193,38.652,,0,34,1,103,11/04/1995,229,926,,,,
1029,103,0,Saudi Arabia,0,#N/A,#N/A,"Luzon (Quezon), Negros, Panay, Cebu",0,11/04/1995,11/05/1995,2,5,0,95000000,Heavy rain,2,34495.3,5.1398199176153,40.1454,21.1239,,0,34,1,102,11/04/1995,229,925,,,,
1028,102,0,Philippines,0,#N/A,#N/A,Andhra Pradesh State,0,10/28/1995,11/05/1995,9,765,766000,2000000,Tropical cyclone,1,209708.23,6.27585798412713,122.518,13.2727,,1,34,1,101,10/28/1995,229,924,,,,
1027,101,0,India,0,#N/A,#N/A,"Deveci, Siazon",0,10/20/1995,10/23/1995,4,94,12000,,Tropical cyclone,1,262803.2,6.02169064039638,80.612,16.4132,,1,33,1,100,10/20/1995,228,923,,,,
1026,100,0,Azerbaijan,0,#N/A,#N/A,"Florida: Southern Counties - Hendry, Martin, Palm Beach, St. Lucie",0,10/13/1995,11/12/1995,31,5,5200,,Heavy rain,1,14035.86,5.63860072155015,48.7981,41.0301,,0,32,1,99,10/13/1995,227,922,,,,
1025,99,0,USA,0,#N/A,#N/A,"Sates: Yucatan (Cozumel, Merida), Campeche, Tabasco, Chiapas, Quintana Roo",0,10/13/1995,10/28/1995,16,0,600,60000000,Heavy rain,1,34849.1,5.74631154930571,-80.9927,26.6361,,0,32,1,98,10/13/1995,227,921,,,,
1024,98,0,Mexico,0,#N/A,#N/A,"Provinces: Los Santos, Panama",0,10/12/1995,10/19/1995,8,17,70000,7000000,Tropical cyclone,1,224975.12,6.25522447912924,-90.4142,18.147,,1,32,1,97,10/12/1995,227,920,,,,
1023,97,0,Panama,0,#N/A,#N/A,Guanacaste Province,0,10/10/1995,10/20/1995,11,1,500,6300000,Heavy rain,1,13740,5.17937941788176,-80.49,8.26752,,0,31,1,96,10/10/1995,226,919,,,,
1022,96,0,Costa Rica,0,#N/A,#N/A,"Mono, Zou",0,10/06/1995,11/09/1995,35,0,22500,,Tropical cyclone,2,11552.43,5.90777138567885,-85.3273,10.4102,,0,31,1,95,10/06/1995,226,918,,,,
1021,95,0,Benin,0,#N/A,#N/A,"Districts: Ratnapura, Kegalle",0,10/10/1995,11/09/1995,31,0,57500,,Heavy rain,1,18117.44,5.74945852556257,2.10776,7.43332,,0,31,1,94,10/10/1995,226,917,,,,
1020,94,0,Sri Lanka,0,#N/A,#N/A,Pampanga Province,0,10/09/1995,10/12/1995,4,6,1000,80000000,Heavy rain,1,5264.98,4.32345671710471,80.5114,6.83476,,0,31,1,93,10/09/1995,226,916,,,,
1019,93,0,Philippines,0,#N/A,#N/A,"Provinces: Quang Ngai, Binh Dinh, Quang Nam-Danang, Quang Tri, Quang Binh",0,10/09/1995,10/26/1995,18,100,450000,90000000,Tropical cyclone,1,7275.47,5.11713355936789,120.606,15.2507,,0,31,1,92,10/09/1995,226,915,,,,
1018,92,0,Vietnam,0,#N/A,#N/A,"Western Florida: Escambia, Santa Rosa, Okaloosa, Walton, Bay, Gulf, Franklin
Southern Alabama: Escambia, Conecuh
Northwestern Georgia
North Carolina",0,10/08/1995,11/15/1995,39,253,212000,1800000000,Tropical cyclone,1,26965.87,6.02187904352178,106.601,17.3711,,1,31,1,91,10/08/1995,226,914,,,,
1017,91,0,USA,0,#N/A,#N/A,"Chinandega, Rivas",0,10/04/1995,10/08/1995,5,19,100000,,Tropical cyclone,2,203495.71,6.30855525806755,-84.3681,30.6405,,1,30,1,90,10/04/1995,225,913,,,,
1016,90,0,Nicaragua,0,#N/A,#N/A,"States: Campeche, Tabasco, Quintana Roo, Yucatan, Chiapas",0,10/01/1995,10/19/1995,19,38,22000,300000000,Heavy rain,1,10840.97,5.31382174356114,-86.6886,12.1417,,0,29,1,89,10/01/1995,224,912,,,,
1015,89,0,Mexico,0,#N/A,#N/A,Pinar del Rio,0,09/30/1995,10/02/1995,3,10,100000,,Tropical cyclone,1,196526.71,5.77054283852676,-90.4962,18.9399,,0,29,1,88,09/30/1995,224,911,,,,
1014,88,0,Cuba,0,#N/A,#N/A,"Luzon: Pampanga, Palayan City, Manila, Batangas
Panay: Iloilo
Leyte 
Samar
Negros: Bukidnon",0,09/29/1995,09/30/1995,2,0,4000,33000000,Tropical cyclone,1,11847.67,4.37466294469039,-83.7471,22.388,,0,29,1,87,09/29/1995,224,910,,,,
1013,87,0,Philippines,0,#N/A,#N/A,"Northern Districts: Dinajpur, Gaibandha, Naogaon, Santahar, Dhaka Padma, Rajshahi, Rangpur, Bogra",0,09/30/1995,10/03/1995,4,150,176000,232000000,Tropical cyclone,1,189621.17,5.879946813259,122.697,12.779,,0,29,1,86,09/30/1995,224,909,,,,
1012,86,0,Bangladesh,0,#N/A,#N/A,"Provinces: Usulutan, San Vicente, La Paz",0,09/29/1995,10/16/1995,18,400,5300000,,Monsoonal rain,1,61580.93,6.04471874846909,90.2429,25.1334,,1,29,1,85,09/29/1995,224,908,,,,
1011,85,0,El Salvador,0,#N/A,#N/A,"States: Bihar, West Bengal, Assam",0,09/27/1995,10/12/1995,16,8,10000,,Heavy rain,1,18228.56,5.46487234474178,-88.8253,13.7105,,0,28,1,84,09/27/1995,223,907,,,,
1010,84,0,India,0,#N/A,#N/A,"Sagaing, Ayewardy",0,09/26/1995,10/02/1995,7,144,510000,,Monsoonal rain,1,308073.2,6.33375195969323,87.3749,22.4615,,1,28,1,83,09/26/1995,223,906,,,,
1009,83,0,Myanmar,0,#N/A,#N/A,Podor,0,09/26/1995,10/10/1995,15,50,20000,,Heavy rain,1,164736.49,6.39288106739588,95.2679,20.86,,1,27,1,82,09/26/1995,222,905,,,,
1008,82,0,Senegal,0,#N/A,#N/A,Southwest Region: Nouakchott,0,09/24/1995,10/08/1995,15,0,0,,Heavy rain,1,47808.22,5.85559383336079,-15.0548,15.8268,,0,26,1,81,09/24/1995,221,904,,,,
1007,81,0,Mauritania,0,#N/A,#N/A,"West and Southeastern Chad: Kanem, Moyen-Chari",0,09/24/1995,10/01/1995,8,0,95000,,Heavy rain,1,144865.22,6.06405411728609,-14.5482,18.5395,,1,26,1,80,09/24/1995,221,903,,,,
1006,80,0,Chad,0,#N/A,#N/A,"Honshu: Chugoku, Shikoku
Kyushu",0,09/24/1995,10/24/1995,31,1,0,,Heavy rain,1,517354.51,7.20514993320414,18.0044,12.9016,,1,25,1,79,09/24/1995,220,902,,,,
1005,79,0,Japan,0,#N/A,#N/A,Eastern High Plateau Regin: Oum El Bouaghi,0,09/23/1995,09/24/1995,2,3,3800,,Tropical cyclone,1,90343.29,5.25692589772762,134.158,33.3124,,0,24,1,78,09/23/1995,219,901,,,,
1004,78,0,Algeria,0,#N/A,#N/A,"Provinces: Quang Binh, Quang Tri, Kegalle, Da Nang, Dong Thap, Dong Thap, Kien Gang, An Giang, Tien Giang, Vinh Long, Can Tho",0,09/22/1995,09/24/1995,3,5,0,23000000,Brief torrential rain,1,62914.74,5.27587366090763,6.58158,35.3388,,0,24,1,77,09/22/1995,219,900,,,,
1003,77,0,Vietnam,0,#N/A,#N/A,"Central and Northern Togo
Central and Southwest Benin: Zou Province, Athieme Prefecture",0,09/21/1995,10/19/1995,29,153,920000,,Heavy rain,1,122975.43,6.55221634770158,108,14.0455,,1,24,1,76,09/21/1995,219,899,,,,
1002,76,0,Togo,Benin,#N/A,#N/A,"Northern and Western Provinces: Has, Shkodra, Lushnja, Buna, Lezhe",0,09/21/1995,09/28/1995,8,19,30000,,Heavy rain,1,102566.52,5.91409560749371,1.13979,6.77348,,0,23,1,75,09/21/1995,218,898,,,,
1001,75,0,Albania,0,#N/A,#N/A,"Alaska: Anchorage, Kenai Peninsula, Matanuska-Susitna",0,09/21/1995,09/24/1995,4,4,0,10000000,Heavy rain,1,17072.03,4.83434515657746,19.9654,41.6303,,0,23,1,74,09/21/1995,218,897,,,,
1000,74,0,USA,0,#N/A,#N/A,Penang Island,0,09/18/1995,10/16/1995,29,0,300,,Heavy rain,2,50389.55,6.46576847350256,-149.768,60.8522,,1,23,1,73,09/18/1995,218,896,,,,
999,73,0,Malaysia,0,#N/A,#N/A,"Provinces: Khammouane, Vientiane, Savannakhet, Champassak Mae Nam Khong",0,09/17/1995,09/22/1995,6,0,5120,,Heavy rain,1,1275.56,3.88385214222483,100.367,5.34767,,0,22,0,72,09/17/1995,217,895,,,,
998,72,0,Laos,0,#N/A,#N/A,"Provinces: Rattanakiri, Kratie",0,09/18/1995,09/25/1995,8,0,40000,,Monsoonal rain,1,72535.75,5.76364209288731,105.709,16.5417,,0,22,1,72,09/18/1995,217,895,,,,
997,71,0,Cambodia,0,#N/A,#N/A,"States: Sonora, Mazatlan",0,09/18/1995,10/02/1995,15,0,1348,,Monsoonal rain,1,52119.24,5.89308933328324,106.544,13.2244,,0,22,1,71,09/18/1995,217,894,,,,
996,70,0,Mexico,0,#N/A,#N/A,"Hachijo Island, Miyake Island, Tokyo region",0,09/14/1995,09/22/1995,9,50,25000,9600000,Tropical cyclone,1,168617.63,6.18114549023475,-111.414,29.2882,,1,22,1,70,09/14/1995,217,893,,,,
995,69,0,Japan,0,#N/A,#N/A,"El Progreso, Valle de Sula Valley, La Lima",0,09/15/1995,09/18/1995,4,3,500,4000000,Tropical cyclone,2,16375.35,5.11728057818671,139.905,35.2121,,0,21,1,69,09/15/1995,216,892,,,,
994,68,0,Honduras,0,#N/A,#N/A,"Guadeloupe, Antigua, Dominica, Dutch Antilles, St. Martin, Guadeloupe, St. Kitts, Nevis, Dutch Antilles, Virgin Islands, Puerto Rico, Barbados, Martinique",0,09/09/1995,09/12/1995,4,30,6000,300000000,Heavy rain,1,9441.71,4.57711064837068,-87.7141,15.3937,,0,21,1,68,09/09/1995,216,891,,,,
993,67,0,Martinique,0,#N/A,#N/A,Sikkim State,0,09/05/1995,09/18/1995,14,20,24000,252000,Tropical cyclone,1,51662.9,5.85930681650602,-61.3214,15.3651,,0,21,1,67,09/05/1995,216,890,,,,
992,66,0,India,0,#N/A,#N/A,"Provinces: Taza, Taounate, Fez",0,09/05/1995,09/08/1995,4,35,0,,Monsoonal rain,1,6520.57,4.41634555286273,88.4616,27.5887,,0,21,1,66,09/05/1995,216,889,,,,
991,65,0,Morocco,0,#N/A,#N/A,"States: Uttar Pradesh, Punjab, Haryana, Rajasthan, Himachal Pradesh ",0,09/03/1995,09/06/1995,4,43,228,258000000,Heavy rain,1,99919.02,5.60170815717964,-4.60431,34.3542,,0,21,1,65,09/03/1995,216,888,,,,
990,64,0,India,0,#N/A,#N/A,Southern Taiwan,0,09/01/1995,09/20/1995,20,600,2000000,,Monsoonal rain,1,762936.89,7.18351861034451,76.8263,28.2424,,1,21,1,64,09/01/1995,216,887,,,,
989,113,0,Philippines,0,#N/A,#N/A,"Mindanao: South Cotabato, Sultan Kudarat",0,09/04/1995,09/15/1995,12,180,50000,750000000,Heavy rain,1,14893.78,5.25218618052264,120.745,22.8088,,0,20,1,63,09/04/1995,215,886,,,,
988,63,0,Philippines,0,#N/A,#N/A,"Luzon: Pampanga, Zambales, Tarlac, Manilla, Bataan",0,08/29/1995,09/06/1995,9,3,45000,550000,Monsoonal rain,1,23531.04,5.32588363152737,120.687,15.4632,,0,20,1,62,08/29/1995,215,885,,,,
987,62,0,USA,0,#N/A,#N/A,"North Carolina, South Carolina, Southeastern Georgia",0,08/26/1995,08/29/1995,4,8,300,,Heavy rain,1,176800.72,5.84954402062148,-79.4656,33.6351,,0,20,1,61,08/26/1995,215,884,,,,
986,61,0,Caribbean,0,#N/A,#N/A,"Eastern Islands: Martinique, Guadeloupe, Antigua, St. Vincent and the Grenadines, St. Lucia, Dominica, St. Kitts",0,08/26/1995,08/28/1995,3,3,0,,Tropical cyclone,1,8338.57,4.39821283361184,-60.8749,14.2621,,0,20,1,60,08/26/1995,215,883,,,,
985,60,0,Albania,0,#N/A,#N/A,"Provinces: Lezhe, Miredita, Laci",0,08/19/1995,08/26/1995,8,5,0,,Heavy rain,1,11109.46,4.9487829365971,19.9858,41.8101,,0,20,1,59,08/19/1995,215,882,,,,
984,59,0,South Korea,0,#N/A,#N/A,"Central Provinces: North Kyongsang, South Chungchong, Kyunggi ",0,08/24/1995,08/27/1995,4,53,16000,246000000,Extra-tropical cyclone,1,33972.01,5.13318123457962,127.674,37.0506,,0,20,1,58,08/24/1995,215,881,,,,
983,58,0,Morocco,0,#N/A,#N/A,"Southern Region: Marrakesh, Ouarzazate, Taroudant, Ourika Valley ",0,08/17/1995,08/18/1995,2,166,210,10000000,Heavy rain,2,132475.8,5.72419654215661,-7.83179,30.2769,,0,20,1,57,08/17/1995,215,880,,,,
982,57,0,Bangladesh,0,#N/A,#N/A,"Districits: Netrokona, Sirajganj, Gaibandha, Jamalpur, Rajshahi ",0,08/16/1995,08/23/1995,8,26,1000000,,Monsoonal rain,1,42133.44,5.52771690569696,89.9406,24.8678,,0,20,1,56,08/16/1995,215,879,,,,
981,56,0,Ethiopia,0,#N/A,#N/A,"Magete, Addis Ababa",0,08/11/1995,08/18/1995,8,44,2000,,Heavy rain,1,195893.72,6.1951105005106,39.9431,10.577,,1,20,1,55,08/11/1995,215,878,,,,
980,55,0,Nigeria,0,#N/A,#N/A,Jos - Anguwan Rukuba area,0,08/07/1995,08/10/1995,4,30,0,,Heavy rain,1,19768.44,4.8980323902257,8.96747,10.0459,,0,19,1,54,08/07/1995,214,877,,,,
979,54,0,USA,0,#N/A,#N/A,"Ohio: Coutnies - Champaign, Licking, Logan, Marion, Mercer, Miami, Scioto, Shelby
West Virginia: Counties - Kanawha, Lincoln",0,08/07/1995,08/18/1995,12,4,1000,,Heavy rain,1,118253.11,6.15199381734397,-82.5624,39.461,,1,19,1,53,08/07/1995,214,876,,,,
978,53,0,Guatemala,Mexico,#N/A,#N/A,"Guatemala: El Naranjo, Chibuj, Milagro, Pepoptum, Maria Linda, Coyolate, Santiago
Mexico: Chiapas",0,08/04/1995,08/23/1995,20,17,7100,,Heavy rain,1,158687.9,6.5015738085967,-91.4849,15.8962,,1,18,1,52,08/04/1995,213,875,,,,
977,52,0,China,0,#N/A,#N/A,"Provinces: Jilin, Liaoning",0,07/25/1995,08/28/1995,35,123,3000000,,Heavy rain,2,325414.55,7.35753500731037,125.154,42.5413,,1,17,1,51,07/25/1995,212,874,,,,
976,51,0,Thailand,0,#N/A,#N/A,"Provinces: Phayao, Pichit, Pitsanuloke, Nakhon Sawan",0,08/01/1995,11/09/1995,101,260,4220000,240000000,Heavy rain,2,444498.32,7.95322149332179,101.558,14.9639,,1,16,1,50,08/01/1995,211,873,,,,
975,50,0,North Korea,0,#N/A,#N/A,"Provinces: Huichun, Chagan, Pyongyang, Hwanghae, North Pyongyang",0,08/01/1995,09/08/1995,39,68,500000,15000000000,Heavy rain,2,120709.21,6.97383501031543,128.595,40.3499,,1,15,1,49,08/01/1995,210,872,,,,
974,49,0,Philippines,0,#N/A,#N/A,"Luzon Provinces: Pampanga, Zambales, Tarlac",0,07/29/1995,07/31/1995,3,0,20000,5000000,Tropical cyclone,1,9189.85,4.44042967745464,120.64,15.2263,,0,14,1,48,07/29/1995,209,871,,,,
973,48,0,Pakistan,0,#N/A,#N/A,"Provinces: Punjab, Sindh, Baluchistan, North West Frontier",0,07/19/1995,08/10/1995,23,600,600000,,Monsoonal rain,1,672265.35,7.18926856337881,68.5019,29.8869,,1,14,1,47,07/19/1995,209,870,,,,
972,47,0,Bangladesh,0,#N/A,#N/A,"Northern Districts: Kurigam, Netrokona, Gaibandha, Sherpur ",0,07/04/1995,07/22/1995,19,250,15000000,,Monsoonal rain,1,15621.62,5.47247967022389,88.9998,25.7626,,0,13,1,46,07/04/1995,208,869,,,,
971,46,0,Ghana,0,#N/A,#N/A,Southern Ghana - Accra,0,07/05/1995,07/07/1995,3,22,55000,15000000,Heavy rain,2,120779.51,5.86014451373569,-1.06662,6.4376,,0,13,1,45,07/05/1995,208,868,,,,
970,45,0,Canada,0,#N/A,#N/A,"Alberta: Edmonton, Calgary, Red Deer",0,07/05/1995,07/12/1995,8,0,5000,,Heavy rain,1,184528.76,6.16915405036454,-112.773,52.8501,,1,13,1,44,07/05/1995,208,867,,,,
969,44,0,China,0,#N/A,#N/A,"Provinces: Sichuan, Hubei",0,07/05/1995,07/19/1995,15,65,25000,,Heavy rain,2,231371.29,6.84143072269696,108.209,30.1801,,1,12,1,43,07/05/1995,207,866,,,,
968,43,0,Paraguay,0,#N/A,#N/A,Asuncion,0,07/05/1995,07/05/1995,1,0,27000,,Heavy rain,1,50608.04,4.70421951783304,-57.4637,-23.8173,,0,11,1,42,07/05/1995,206,865,,,,
967,42,0,Togo,0,#N/A,#N/A,Lome Districts,0,07/03/1995,07/05/1995,3,3,150000,,Brief torrential rain,1,3634.99,4.03762447515522,1.29451,6.28328,,0,11,1,41,07/03/1995,206,864,,,,
966,41,0,Georgia,0,#N/A,#N/A,republic of Abkhazia ,0,07/01/1995,07/11/1995,11,5,0,2200000,Heavy rain,1,8421.62,4.96678832646637,41.4993,42.9785,,0,11,1,40,07/01/1995,206,863,,,,
965,40,0,Ukraine,0,#N/A,#N/A,Kharkov,0,06/29/1995,07/11/1995,13,0,0,,Heavy rain,1,5183.65,4.8285790225999,36.2744,49.9115,,0,11,1,39,06/29/1995,206,862,,,,
964,39,0,Cuba,0,#N/A,#N/A,"Central and Western Cities: Havana, Matanzas, Cienfuegos, Sancti Spiritus, Ciego de Avila, Villa Clara",0,06/21/1995,06/23/1995,3,3,5000,,Heavy rain,1,56146.8,5.22644626408037,-81.5247,22.3839,,0,11,1,38,06/21/1995,206,861,,,,
963,38,0,India,0,#N/A,#N/A,"States: Assam, Meghalaya",0,06/20/1995,06/23/1995,4,17,1000000,,Monsoonal rain,1,102906.11,5.6145011528786,92.8902,26.0363,,0,11,1,37,06/20/1995,206,860,,,,
962,37,0,Nepal,0,#N/A,#N/A,"Eastern Districts: Baglung, Lamjung, Solukhumbu, Khotang, Okhaldhunga ",0,06/19/1995,07/25/1995,37,139,10000,2000000,Monsoonal rain,1,71916.18,6.42502833481412,85.8796,27.6214,,1,11,1,36,06/19/1995,206,859,,,,
961,36,0,Bangladesh,0,#N/A,#N/A,"North and East Districts: Sylhet, Sirajganj, Sunamganj, Gaibandha, Netrokona, Tangail, Moulavibazar, Khagrachari, Maikganj",0,06/16/1995,06/23/1995,8,105,2000000,200000000,Monsoonal rain,1,68353.34,5.73784972766798,90.2429,25.1211,,0,10,1,35,06/16/1995,205,858,,,,
960,35,0,Azerbaijan,0,#N/A,#N/A,"Azerbaijan Beilagan, Gakh, Agdash, Adjabedi, Barda, Gekchay, Shaki, Lenkoran, Yardimili, Lerik, Astara ",0,06/15/1995,06/25/1995,11,0,1500000,5500000,Heavy rain,1,80964.31,5.94968630421169,47.6973,40.1555,,0,10,1,34,06/15/1995,205,857,,,,
959,34,0,India,0,#N/A,#N/A,Mizoram State,0,06/02/1995,06/03/1995,2,40,3200,,Heavy rain,1,20147.72,4.60525590234738,92.8575,23.2582,,0,10,1,33,06/02/1995,205,856,,,,
958,33,0,Norway,0,#N/A,#N/A,"Southern, Eastern, and Central regions",0,06/01/1995,06/14/1995,14,1,4000,290000000,Rain and snowmelt,2,162737.01,6.65864436369476,9.00832,60.746,,1,10,1,32,06/01/1995,205,855,,,,
957,32,0,Germany,0,#N/A,#N/A,Southern Germany,0,06/01/1995,06/05/1995,5,4,0,,Heavy rain,1,57984.4,5.46228117194721,10.7405,48.1302,,0,9,1,31,06/01/1995,204,854,,,,
956,31,0,Iran,0,#N/A,#N/A,Tehran Province: Khavar-Shah township,0,05/31/1995,06/03/1995,4,10,200,,Brief torrential rain,1,29482,5.07161693318463,51.6601,35.5798,,0,9,1,30,05/31/1995,204,853,,,,
955,30,0,Tanzania,0,#N/A,#N/A,Dar es Salaam,0,05/27/1995,06/01/1995,6,4,20000,,Heavy rain,1,5076.78,4.48373959423808,39.0934,-6.7697,,0,9,1,29,05/27/1995,204,852,,,,
954,29,0,Romania,0,#N/A,#N/A,"Counties: Olt, Teleorman, Gorj, Dolj, Arges",0,05/23/1995,05/26/1995,4,0,1000,,Heavy rain,1,31756.96,5.10389891334451,24.296,44.5922,,0,9,1,28,05/23/1995,204,851,,,,
953,27,0,Bangladesh,0,#N/A,#N/A,"Divisions: Chittagong, Khulna, Dhaka, Barisal",0,05/17/1995,05/24/1995,8,41,351000,300000,Heavy rain,1,61217.96,5.68996884025874,90.0958,22.9967,,0,9,1,27,05/17/1995,204,850,,,,
952,26,0,China,0,#N/A,#N/A,"Provinces: Jiangxi, Hunan, Hubei, Anhui, Zhejiang, Fujian, Guangxi, Guangdong, Guizhou, Jiangsu
",0,05/15/1995,08/15/1995,93,1530,7000000,14400000000,Heavy rain,2,1668229.65,8.49176878000561,112.827,28.2914,,1,9,1,26,05/15/1995,204,849,,,,
951,25,0,Sri Lanka,0,#N/A,#N/A,"Provinces: Western, Northwestern, Sabaragamuwa, Southern",0,05/07/1995,05/11/1995,5,1,40000,400000,Heavy rain,1,27548.59,5.13906937990531,80.1122,7.89697,,0,8,1,25,05/07/1995,203,848,,,,
950,24,0,USA,0,#N/A,#N/A,"Mississippi, Missouri, Illinois, Kansas, Nebraska, Oklahoma",0,05/10/1995,06/01/1995,23,3,5000,10000000,Heavy rain,1,472141.86,7.0358003426151,-89.5648,36.7237,,1,8,1,24,05/10/1995,203,847,,,,
949,23,0,Indonesia,0,#N/A,#N/A,"Sumatra: North Sumatra - Tapanuli Selatan, Labuhan Batu. Bengkulu - Rejang Lebong 
Java: Central Java - Cilacap district",0,05/01/1995,05/13/1995,13,55,17500,600000000,Heavy rain,1,46605.13,5.78237707603695,99.2856,2.5585,,0,7,1,23,05/01/1995,202,846,,,,
948,22,0,USA,0,#N/A,#N/A,Louisiana: New Orleans,0,05/07/1995,05/13/1995,7,6,20000,3000000000,Heavy rain,1,19344.57,5.1316571204813,-90.104,29.9011,,0,7,1,22,05/07/1995,202,845,,,,
947,21,0,Ethiopia,0,#N/A,#N/A,Eastern Ogaden Region,0,04/28/1995,05/15/1995,18,27,89875,500000,Heavy rain,2,67450.15,6.3852854205884,43.2278,5.17608,,1,7,1,21,04/28/1995,202,844,,,,
946,20,0,Italy,0,#N/A,#N/A,"Piemonte Region Provinces: Cuneo, Asti, Turin",0,04/24/1995,04/30/1995,7,3,0,,Rain and snowmelt,1,24761.82,5.23888060228917,7.32512,44.9518,,0,6,1,20,04/24/1995,201,843,,,,
945,19,0,Iran,0,#N/A,#N/A,Khorasan Province: Mashhad,0,04/21/1995,04/23/1995,3,9,50,,Brief torrential rain,1,147607.47,5.64622959118832,58.9894,35.2121,,0,6,1,19,04/21/1995,201,842,,,,
944,18,0,Afghanistan,0,#N/A,#N/A,Takhar Province: Chai Aab district,0,04/19/1995,04/21/1995,3,10,6000,,Heavy rain,1,15369.85,4.66379088380105,69.7177,36.6338,,0,6,1,18,04/19/1995,201,841,,,,
943,17,0,China,0,#N/A,#N/A,Guangdong Province,0,04/20/1995,04/21/1995,2,40,300000,,Heavy rain,1,169667.47,5.53062857956246,113.285,22.8414,,0,6,1,17,04/20/1995,201,840,,,,
942,16,0,Argentina,0,#N/A,#N/A,Buenos Aires Province,0,04/06/1995,04/11/1995,6,6,6000,,Heavy rain,2,303423.64,6.56123066007776,-60.068,-37.1326,,1,6,1,16,04/06/1995,201,839,,,,
941,15,0,Russia,0,#N/A,#N/A,"Caspian Sea regions: Dagestan, Kalmykia",0,03/14/1995,03/14/1995,1,2,2400,,Heavy rain,1,115668.65,5.06321566684358,45.9569,44.8374,,0,5,1,15,03/14/1995,200,838,,,,
940,14,0,USA,0,#N/A,#N/A,California,0,03/08/1995,03/20/1995,13,15,10000,2000000000,Rain and snowmelt,1,196019.62,6.40624289525151,-121.562,38.7256,,1,5,1,14,03/08/1995,200,837,,,,
939,13,0,Tanzania,0,#N/A,#N/A,Imbeya District,0,03/04/1995,03/10/1995,7,0,2000,,Heavy rain,1,36217.05,5.40401111269307,33.7006,-8.84509,,0,4,1,13,03/04/1995,199,836,,,,
938,12,0,Australia,0,#N/A,#N/A,"Western Australia: Onslow, Kalgoorie
New South Wales: Sydney
Victoria: Melbourne",0,03/05/1995,03/13/1995,9,7,0,,Extra-tropical cyclone,2,990198.31,7.25099468587649,117.538,-26.821,,1,4,1,12,03/05/1995,199,835,,,,
937,11,0,Botswana,0,#N/A,#N/A,"Villages: Palapye, Mahalapye",0,02/23/1995,03/02/1995,8,20,2000,,Heavy rain,1,31143.95,5.39646368046529,27.5316,-22.711,,0,3,1,11,02/23/1995,198,834,,,,
936,10,0,Paraguay,0,#N/A,#N/A,Asuncion,0,02/14/1995,02/21/1995,8,0,20000,,Heavy rain,1,49342.56,5.59631166487837,-57.5391,-23.8263,,0,3,1,10,02/14/1995,198,833,,,,
935,9,0,Brazil,0,#N/A,#N/A,Sao Paulo,0,02/06/1995,02/13/1995,8,27,3000,,Heavy rain,1,17901.32,5.1559750429763,-46.4554,-23.5199,,0,3,1,9,02/06/1995,198,832,,,,
934,8,0,Indonesia,0,#N/A,#N/A,"Java: East Java, West Java
Sumatra: Riau, Jambi, West Sumatra",0,02/03/1995,02/17/1995,15,47,37000,400000,Heavy rain,1,296258.97,6.64776276765199,101.896,-0.529789,,1,3,1,8,02/03/1995,198,831,,,,
933,7,0,France,Germany,#N/A,#N/A,0,0,01/23/1995,02/07/1995,16,30,294100,4000000000,Rain and snowmelt,2,341156.99,7.03810425233046,5.69912,50.3282,,1,2,1,7,01/23/1995,197,830,,,,
932,6,0,France,0,#N/A,#N/A,Britanny,0,01/20/1995,01/30/1995,11,16,5000,760000000,Rain and snowmelt,2,27724.7,5.78528953630889,-2.89661,48.1547,,0,1,1,6,01/20/1995,196,829,,,,
931,5,0,Argentina,0,#N/A,#N/A,Cordoba Province,0,01/15/1995,01/20/1995,6,7,1000,,Heavy rain,1,155950.18,5.9711371307462,-63.8184,-32.2627,,0,1,1,5,01/15/1995,196,828,,,,
930,4,0,Indonesia,0,#N/A,#N/A,Sumatra: Riau,0,01/09/1995,01/11/1995,3,3,10000,,Heavy rain,1,91179.03,5.43701622240697,101.984,0.633088,,0,1,1,4,01/09/1995,196,827,,,,
929,3,0,South Africa,0,#N/A,#N/A,Northern Transvaal,0,01/08/1995,01/09/1995,2,0,0,,Heavy rain,1,51452.21,5.01243402918793,29.6887,-23.0133,,0,1,1,3,01/08/1995,196,826,,,,
